CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id
C1429048	EA3L1_HUMAN	Q3SY89	null	ENSG00000278674	null
C1825028	EDEM2_HUMAN	Q9BV94	EDEM2	ENSG00000088298	null
C1332803	CTNB1_HUMAN	P35222	CTNNB1	ENSG00000168036	T82795
C1417929	ONCO_HUMAN	P0CE72	OCM	ENSG00000122543	null
C1335636	RL13_HUMAN	P26373	RPL13	ENSG00000167526	null
C1456376	COMP_HUMAN	P49747	COMP	ENSG00000105664	null
C1428209	ZN492_HUMAN	Q9P255	ZNF492	ENSG00000229676	null
C1413690	CPT2_HUMAN	P23786	CPT2	ENSG00000157184	null
C1537535	LCE1F_HUMAN	Q5T754	LCE1F	ENSG00000240386	null
C1417040	MAT2B_HUMAN	Q9NZL9	MAT2B	ENSG00000038274	null
C1428245	KBTB4_HUMAN	Q9NVX7	KBTBD4	ENSG00000123444	null
C1426311	TNI3K_HUMAN	Q59H18	TNNI3K	ENSG00000116783	null
C1419379	RHAG_HUMAN	Q02094	RHAG	ENSG00000112077	T65239
C1412132	PPAL_HUMAN	P11117	ACP2	ENSG00000134575	null
C1539441	FA45A_HUMAN	Q8TCE6	DENND10	ENSG00000119979	null
C1416787	LAMC3_HUMAN	Q9Y6N6	LAMC3	ENSG00000050555	null
C1428269	SI1L3_HUMAN	O60292	SIPA1L3	ENSG00000105738	null
C1337105	HPTR_HUMAN	P00739	HPR	ENSG00000261701	null
C1332681	CCL18_HUMAN	P55774	CCL18	ENSG00000275385	null
C2680432	SNX29_HUMAN	Q8TEQ0	SNX29	ENSG00000048471	null
C0812273	SNF5_HUMAN	Q12824	SMARCB1	ENSG00000099956	null
C1540285	IMUP_HUMAN	Q9GZP8	IMUP	ENSG00000167644	null
C1420840	TNC18_HUMAN	O15417	TNRC18	ENSG00000182095	null
C1423506	ISK5_HUMAN	Q9NQ38	SPINK5	ENSG00000133710	null
C4320149	EA3L2_HUMAN	A6NLF2	null	ENSG00000274744	null
C1826971	SAM13_HUMAN	Q5VXD3	SAMD13	ENSG00000203943	null
C3469826	S35G1_HUMAN	Q2M3R5	SLC35G1	ENSG00000176273	null
C1823323	TMM61_HUMAN	Q8N0U2	TMEM61	ENSG00000143001	null
C1413972	DEFI6_HUMAN	Q9H4E7	DEF6	ENSG00000023892	null
C1421163	TROP_HUMAN	Q12816	TRO	ENSG00000067445	null
C1412211	ATS5_HUMAN	Q9UNA0	ADAMTS5	ENSG00000154736	T98896
C1824777	COQ5_HUMAN	Q5HYK3	COQ5	ENSG00000110871	null
C1429131	OR4F3_HUMAN	Q6IEY1	null	ENSG00000284733	null
C1415372	GLYG2_HUMAN	O15488	GYG2	ENSG00000056998	null
C1336663	TPMT_HUMAN	P51580	TPMT	ENSG00000137364	null
C1423485	O5AC2_HUMAN	Q9NZP5	OR5AC2	ENSG00000196578	null
C1421895	RMP_HUMAN	O94763	URI1	ENSG00000105176	null
C1538492	NSUN5_HUMAN	Q96P11	NSUN5	ENSG00000130305	null
C2240247	C2CD3_HUMAN	Q4AC94	C2CD3	ENSG00000168014	null
C1426486	TAC2N_HUMAN	Q8N9U0	TC2N	ENSG00000165929	null
C1416954	MB211_HUMAN	Q13394	MAB21L1	ENSG00000180660	null
C1826689	PRA17_HUMAN	Q5VTA0	PRAMEF17	ENSG00000204479	null
C1538556	OVCH2_HUMAN	Q7RTZ1	OVCH2	ENSG00000183378	null
C1824442	CQ050_HUMAN	Q8WW18	C17orf50	ENSG00000270806	null
C1428429	CI078_HUMAN	Q9NZ63	C9orf78	ENSG00000136819	null
C1823085	SPXN2_HUMAN	Q5MJ10	SPANXN2	ENSG00000268988	null
C1413968	PIAS1_HUMAN	O75925	PIAS1	ENSG00000033800	null
C3469860	SWAHA_HUMAN	Q2M3V2	SOWAHA	ENSG00000198944	null
C1420010	SGK1_HUMAN	O00141	SGK1	ENSG00000118515	T64682
C2828541	POTEJ_HUMAN	P0CG39	POTEJ	ENSG00000222038	null
C2239460	FOXI2_HUMAN	Q6ZQN5	FOXI2	ENSG00000186766	null
C3813427	PRR35_HUMAN	P0CG20	PRR35	ENSG00000161992	null
C1413097	CALU_HUMAN	O43852	CALU	ENSG00000128595	null
C1540250	TM186_HUMAN	Q96B77	TMEM186	ENSG00000184857	null
C1414535	FAT2_HUMAN	Q9NYQ8	FAT2	ENSG00000086570	null
C1539460	NXPE1_HUMAN	Q8N323	NXPE1	ENSG00000095110	null
C1337091	CCL4_HUMAN	P13236	CCL4	ENSG00000275302	null
C1538703	PORCN_HUMAN	Q9H237	PORCN	ENSG00000102312	T79747
C1423082	PP14C_HUMAN	Q8TAE6	PPP1R14C	ENSG00000198729	null
C1418384	PCOC2_HUMAN	Q9UKZ9	PCOLCE2	ENSG00000163710	null
C1413975	DEF4_HUMAN	P12838	DEFA4	ENSG00000164821	null
C1864909	ARH40_HUMAN	Q8TER5	ARHGEF40	ENSG00000165801	null
C1424763	S39A2_HUMAN	Q9NP94	SLC39A2	ENSG00000165794	null
C1538720	PRP19_HUMAN	Q9UMS4	PRPF19	ENSG00000110107	null
C1425995	PKHB1_HUMAN	Q9UF11	PLEKHB1	ENSG00000021300	null
C1422531	RASF3_HUMAN	Q86WH2	RASSF3	ENSG00000153179	null
C1537481	KIF2B_HUMAN	Q8N4N8	KIF2B	ENSG00000141200	null
C0812268	SPT5H_HUMAN	O00267	SUPT5H	ENSG00000196235	null
C2676509	FOXI3_HUMAN	A8MTJ6	FOXI3	ENSG00000214336	null
C3812024	NPIB8_HUMAN	E9PQR5	NPIPB8	ENSG00000255524	null
C4761994	NCAS2_HUMAN	Q69YL0	NCBP2AS2	ENSG00000270170	null
C1416311	LV201_HUMAN	P01704	IGLV2-14	ENSG00000211666	null
C2681265	CK085_HUMAN	Q3KP22	MAJIN	ENSG00000168070	null
C1416883	LMO4_HUMAN	P61968	LMO4	ENSG00000143013	null
C1825265	F124B_HUMAN	Q9H5Z6	FAM124B	ENSG00000124019	null
C1414615	VEGFD_HUMAN	O43915	VEGFD	ENSG00000165197	T63803
C1538879	ROBO3_HUMAN	Q96MS0	ROBO3	ENSG00000154134	null
C1416986	MAGL2_HUMAN	Q9UJ55	MAGEL2	ENSG00000254585	null
C1426100	FUT11_HUMAN	Q495W5	FUT11	ENSG00000196968	null
C1332421	CXCR5_HUMAN	P32302	CXCR5	ENSG00000160683	T09528
C1423714	MOCS3_HUMAN	O95396	MOCS3	ENSG00000124217	null
C1421543	XPP2_HUMAN	O43895	XPNPEP2	ENSG00000122121	T68320
C1540052	MED20_HUMAN	Q9H944	MED20	ENSG00000124641	null
C1412443	AP2B1_HUMAN	P63010	AP2B1	ENSG00000006125	null
C1417885	NUDT7_HUMAN	P0C024	NUDT7	ENSG00000140876	null
C1422057	AT10D_HUMAN	Q9P241	ATP10D	ENSG00000145246	null
C1421390	UBP13_HUMAN	Q92995	USP13	ENSG00000058056	T07584
C1417609	NCF2_HUMAN	P19878	NCF2	ENSG00000116701	null
C1537630	LYST_HUMAN	Q99698	LYST	ENSG00000143669	null
C1824216	ARL16_HUMAN	Q0P5N6	ARL16	ENSG00000214087	null
C1419286	RASF2_HUMAN	P50749	RASSF2	ENSG00000101265	null
C1540044	TPTE2_HUMAN	Q6XPS3	TPTE2	ENSG00000132958	null
C1826322	MTFR1_HUMAN	Q15390	MTFR1	ENSG00000066855	null
C2677838	VOPP1_HUMAN	Q96AW1	VOPP1	ENSG00000154978	null
C1421542	XPP1_HUMAN	Q9NQW7	XPNPEP1	ENSG00000108039	null
C1412753	BCCIP_HUMAN	Q9P287	BCCIP	ENSG00000107949	null
C1822768	SLN11_HUMAN	Q7Z7L1	SLFN11	ENSG00000172716	null
C1426219	PGBD1_HUMAN	Q96JS3	PGBD1	ENSG00000137338	null
C1825657	CL16A_HUMAN	Q2KHT3	CLEC16A	ENSG00000038532	null
C1420120	EAA2_HUMAN	P43004	SLC1A2	ENSG00000110436	T95438
C1425698	DDX41_HUMAN	Q9UJV9	DDX41	ENSG00000183258	null
C1417080	MCRS1_HUMAN	Q96EZ8	MCRS1	ENSG00000187778	null
C1367472	FINC_HUMAN	P02751	FN1	ENSG00000115414	T91696
C1421960	M4A6A_HUMAN	Q9H2W1	MS4A6A	ENSG00000110077	null
C1426460	FBX33_HUMAN	Q7Z6M2	FBXO33	ENSG00000165355	null
C3542826	CP097_HUMAN	H3BN30	null	ENSG00000261190	null
C1825112	WASH3_HUMAN	C4AMC7	null	ENSG00000185596	null
C1538493	NSUN6_HUMAN	Q8TEA1	NSUN6	ENSG00000241058	null
C1424790	FJX1_HUMAN	Q86VR8	FJX1	ENSG00000179431	null
C1424084	RGPA2_HUMAN	Q2PPJ7	RALGAPA2	ENSG00000188559	null
C1428951	RAB37_HUMAN	Q96AX2	RAB37	ENSG00000172794	null
C1417847	NEUG_HUMAN	Q92686	NRGN	ENSG00000154146	null
C1412458	APBA3_HUMAN	O96018	APBA3	ENSG00000011132	null
C3812025	NPIB9_HUMAN	F8W1W9	NPIPB9	ENSG00000196993	null
C1826637	PLPL6_HUMAN	Q8IY17	PNPLA6	ENSG00000032444	T38166
C1423124	O11L1_HUMAN	Q8NGX0	OR11L1	ENSG00000197591	null
C1538326	BL1S3_HUMAN	Q6QNY0	BLOC1S3	ENSG00000189114	null
C1417858	FAN_HUMAN	Q92636	NSMAF	ENSG00000035681	null
C1417595	NP1L1_HUMAN	P55209	NAP1L1	ENSG00000187109	null
C3469861	SWAHB_HUMAN	A6NEL2	SOWAHB	ENSG00000186212	null
C1416984	MAGB4_HUMAN	O15481	MAGEB4	ENSG00000120289	null
C1824660	CC134_HUMAN	Q9H6E4	CCDC134	ENSG00000100147	null
C1706636	AVR2A_HUMAN	P27037	ACVR2A	ENSG00000121989	T47366
C1824215	ARL15_HUMAN	Q9NXU5	ARL15	ENSG00000185305	null
C1422152	TM187_HUMAN	Q14656	TMEM187	ENSG00000177854	null
C1426101	FUT10_HUMAN	Q6P4F1	FUT10	ENSG00000172728	null
C1421519	WNT8B_HUMAN	Q93098	WNT8B	ENSG00000075290	null
C1538362	SAPC2_HUMAN	Q86UD0	SAPCD2	ENSG00000186193	null
C3471264	MYZAP_HUMAN	P0CAP1	MYZAP	ENSG00000263155	null
C1335208	PHB_HUMAN	P35232	PHB	ENSG00000167085	T96396
C1538638	PHLP1_HUMAN	O60346	PHLPP1	ENSG00000081913	null
C1418914	PKCB1_HUMAN	Q9ULU4	ZMYND8	ENSG00000101040	null
C1418351	PCDG4_HUMAN	Q9Y5G9	PCDHGA4	ENSG00000262576	null
C1420883	TPTE_HUMAN	P56180	TPTE	ENSG00000274391	null
C1824341	SMCO4_HUMAN	Q9NRQ5	SMCO4	ENSG00000166002	null
C1823356	TMM95_HUMAN	Q3KNT9	TMEM95	ENSG00000182896	null
C4761898	CN144_HUMAN	Q96I85	null	ENSG00000258913	null
C1822767	SLFN5_HUMAN	Q08AF3	SLFN5	ENSG00000166750	null
C3146941	CMAH_HUMAN	Q9Y471	null	ENSG00000168405	null
C1416882	LMO3_HUMAN	Q8TAP4	LMO3	ENSG00000048540	null
C1412246	AA2AR_HUMAN	P29274	ADORA2A	ENSG00000128271	T77365
C1416515	ITPK1_HUMAN	Q13572	ITPK1	ENSG00000100605	null
C1825304	FMO6_HUMAN	O60774	null	ENSG00000117507	null
C1420526	MED21_HUMAN	Q13503	MED21	ENSG00000152944	null
C1415042	GFAP_HUMAN	P14136	GFAP	ENSG00000131095	null
C1425218	ROBO4_HUMAN	Q8WZ75	ROBO4	ENSG00000154133	T23763
C0812239	VAV2_HUMAN	P52735	VAV2	ENSG00000160293	null
C1822654	SG1D4_HUMAN	Q6XE38	SCGB1D4	ENSG00000197745	null
C1822737	S7A6O_HUMAN	Q96CW6	SLC7A6OS	ENSG00000103061	null
C1417708	NFKB1_HUMAN	P19838	NFKB1	ENSG00000109320	T40192
C1427899	OVCH1_HUMAN	Q7RTY7	OVCH1	ENSG00000187950	null
C1538683	KCC1B_HUMAN	Q6P2M8	PNCK	ENSG00000130822	null
C1423761	BSCL2_HUMAN	Q96G97	BSCL2	ENSG00000168000	null
C3470378	Z587B_HUMAN	E7ETH6	ZNF587B	ENSG00000269343	null
C1421790	ZNF35_HUMAN	P13682	ZNF35	ENSG00000169981	null
C1426521	P2Y10_HUMAN	O00398	P2RY10	ENSG00000078589	T00488
C1537605	LRC30_HUMAN	A6NM36	LRRC30	ENSG00000206422	null
C2828938	AAS1_HUMAN	P86434	null	ENSG00000178803	null
C2240283	SNIT1_HUMAN	Q9HBX3	null	ENSG00000279078	null
C1419599	PTBP3_HUMAN	O95758	PTBP3	ENSG00000119314	null
C1417217	MN1_HUMAN	Q10571	MN1	ENSG00000169184	null
C1538323	BHLH9_HUMAN	Q6PI77	BHLHB9	ENSG00000198908	null
C0812278	FAT1_HUMAN	Q14517	FAT1	ENSG00000083857	T96242
C1538639	PHLP2_HUMAN	Q6ZVD8	PHLPP2	ENSG00000040199	null
C1415047	GFPT2_HUMAN	O94808	GFPT2	ENSG00000131459	null
C1418783	PPE1_HUMAN	O14829	PPEF1	ENSG00000086717	null
C1824529	CASC4_HUMAN	Q6P4E1	GOLM2	ENSG00000166734	null
C1421518	WNT8A_HUMAN	Q9H1J5	WNT8A	ENSG00000061492	null
C1334081	INAR1_HUMAN	P17181	IFNAR1	ENSG00000142166	T95371
C1414900	GAB1_HUMAN	Q13480	GAB1	ENSG00000109458	null
C1414249	ECM2_HUMAN	O94769	ECM2	ENSG00000106823	null
C1424764	S39A3_HUMAN	Q9BRY0	SLC39A3	ENSG00000141873	null
C1538712	IASPP_HUMAN	Q8WUF5	PPP1R13L	ENSG00000104881	null
C1416821	COG1_HUMAN	Q8WTW3	COG1	ENSG00000166685	null
C1538435	CANT1_HUMAN	Q8WVQ1	CANT1	ENSG00000171302	null
C1420157	GDC_HUMAN	P16260	SLC25A16	ENSG00000122912	null
C1367475	CD2_HUMAN	P06729	CD2	ENSG00000116824	T02532
C1413970	DECR2_HUMAN	Q9NUI1	DECR2	ENSG00000242612	null
C1424707	NKD2_HUMAN	Q969F2	NKD2	ENSG00000145506	null
C1423635	KLHL7_HUMAN	Q8IXQ5	KLHL7	ENSG00000122550	null
C1413862	CP24A_HUMAN	Q07973	CYP24A1	ENSG00000019186	T92458
C3146439	SAP25_HUMAN	Q8TEE9	SAP25	ENSG00000205307	null
C1824985	DTWD2_HUMAN	Q8NBA8	DTWD2	ENSG00000169570	null
C1823190	WDR11_HUMAN	Q9BZH6	WDR11	ENSG00000120008	null
C1414300	EFNA1_HUMAN	P20827	EFNA1	ENSG00000169242	null
C1333935	HYOU1_HUMAN	Q9Y4L1	HYOU1	ENSG00000149428	null
C1425729	LGI2_HUMAN	Q8N0V4	LGI2	ENSG00000153012	null
C1418218	P2Y11_HUMAN	Q96G91	P2RY11	ENSG00000244165	T92689
C0919427	MTHR_HUMAN	P42898	MTHFR	ENSG00000177000	T91292
C1539330	SELB_HUMAN	P57772	EEFSEC	ENSG00000132394	null
C1417850	NRP2_HUMAN	O60462	NRP2	ENSG00000118257	T73708
C1427085	OPALI_HUMAN	Q96PE5	OPALIN	ENSG00000197430	null
C1332818	CXL14_HUMAN	O95715	CXCL14	ENSG00000145824	null
C1419385	OPSD_HUMAN	P08100	RHO	ENSG00000163914	T10091
C1423006	GRL1A_HUMAN	P0CAP2,Q6EEV4	POLR2M	ENSG00000255529	null
C1428912	OSTN_HUMAN	P61366	OSTN	ENSG00000188729	null
C1412939	TPX2_HUMAN	Q9ULW0	TPX2	ENSG00000088325	T92966
C1424706	NKD1_HUMAN	Q969G9	NKD1	ENSG00000140807	null
C1416998	MA2C1_HUMAN	Q9NTJ4	MAN2C1	ENSG00000140400	null
C1538549	O11HC_HUMAN	B2RN74	OR11H12	ENSG00000257115	null
C1539267	DEP1B_HUMAN	Q8WUY9	DEPDC1B	ENSG00000035499	null
C1420313	SORT_HUMAN	Q99523	SORT1	ENSG00000134243	null
C1538420	CJ120_HUMAN	Q5SQS8	C10orf120	ENSG00000183559	null
C1824507	PRR34_HUMAN	Q9NV39	null	ENSG00000182257	null
C1824889	DCAKD_HUMAN	Q8WVC6	DCAKD	ENSG00000172992	null
C4085515	A0A096LPI5_HUMAN	A0A096LPI5	null	ENSG00000279968	null
C1332414	BIRC2_HUMAN	Q13490	BIRC2	ENSG00000110330	T84780
C1418269	PARG_HUMAN	Q86W56	PARG	ENSG00000227345	T66935
C1822774	SLU7_HUMAN	O95391	SLU7	ENSG00000164609	null
C1825302	FKB15_HUMAN	Q5T1M5	FKBP15	ENSG00000119321	null
C1825336	GG12G_HUMAN	P0CL81	GAGE12G	ENSG00000215269	null
C1423534	LENG1_HUMAN	Q96BZ8	LENG1	ENSG00000105617	null
C1825801	LCOR_HUMAN	Q96JN0	LCOR	ENSG00000196233	null
C1428128	ZN488_HUMAN	Q96MN9	ZNF488	ENSG00000265763	null
C1413159	CBX4_HUMAN	O00257	CBX4	ENSG00000141582	null
C1412984	CU062_HUMAN	Q9NYP8	C21orf62	ENSG00000205929	null
C1419301	RBM5_HUMAN	P52756	RBM5	ENSG00000003756	null
C1824880	D2HDH_HUMAN	Q8N465	D2HGDH	ENSG00000180902	null
C1415320	GSK3A_HUMAN	P49840	GSK3A	ENSG00000105723	T85250,T76910
C3542541	U17LM_HUMAN	D6RA61	USP17L22	ENSG00000248933	null
C3471494	ADGB_HUMAN	Q8N7X0	ADGB	ENSG00000118492	null
C1418672	PMF1_HUMAN	Q6P1K2	PMF1	ENSG00000160783	null
C1417895	NUP62_HUMAN	P37198	NUP62	ENSG00000213024	null
C2680470	TET3_HUMAN	O43151	TET3	ENSG00000187605	null
C1416302	LV101_HUMAN	P01699	IGLV1-44	ENSG00000211651	null
C1413031	AMPO_HUMAN	Q8N6M6	AOPEP	ENSG00000148120	null
C1333690	G6PI_HUMAN	P06744	GPI	ENSG00000105220	T54316
C1825367	GLDN_HUMAN	Q6ZMI3	GLDN	ENSG00000186417	null
C1427267	HDC_HUMAN	Q9UBI9	HECA	ENSG00000112406	null
C1417068	CHST6_HUMAN	Q9GZX3	CHST6	ENSG00000183196	null
C2829389	F200B_HUMAN	P0CF97	FAM200B	ENSG00000237765	null
C1538715	PPCEL_HUMAN	Q4J6C6	PREPL	ENSG00000138078	T78575
C1424286	CAR14_HUMAN	Q9BXL6	CARD14	ENSG00000141527	null
C1332013	AVR2B_HUMAN	Q13705	ACVR2B	ENSG00000114739	T80338
C1539023	CCER1_HUMAN	Q8TC90	CCER1	ENSG00000197651	null
C2239331	DBX2_HUMAN	Q6ZNG2	DBX2	ENSG00000185610	null
C1825095	ATD2B_HUMAN	Q9ULI0	ATAD2B	ENSG00000119778	null
C1414368	CELA1_HUMAN	Q9UNI1	CELA1	ENSG00000139610	T22839
C2240340	BICR2_HUMAN	A1A5D9	BICDL2	ENSG00000162069	null
C1415293	GRIK1_HUMAN	P39086	GRIK1	ENSG00000171189	T73495
C1415633	ROA0_HUMAN	Q13151	HNRNPA0	ENSG00000177733	null
C1336621	TGFB2_HUMAN	P61812	TGFB2	ENSG00000092969	T44771,T14143
C1425238	NUD11_HUMAN	Q96G61	NUDT11	ENSG00000196368	null
C1423189	O2AE1_HUMAN	Q8NHA4	OR2AE1	ENSG00000244623	null
C1539393	F19A4_HUMAN	Q96LR4	TAFA4	ENSG00000163377	null
C1425636	GCP3_HUMAN	Q96CW5	TUBGCP3	ENSG00000126216	null
C1422532	CREG2_HUMAN	Q8IUH2	CREG2	ENSG00000175874	null
C1425340	DAAM1_HUMAN	Q9Y4D1	DAAM1	ENSG00000100592	null
C1422780	TINAG_HUMAN	Q9UJW2	TINAG	ENSG00000137251	null
C1424742	EXOS2_HUMAN	Q13868	EXOSC2	ENSG00000130713	null
C2681309	CS066_HUMAN	Q9NUL5	SHFL	ENSG00000130813	null
C1416890	LMX1B_HUMAN	O60663	LMX1B	ENSG00000136944	null
C1423637	CP2S1_HUMAN	Q96SQ9	CYP2S1	ENSG00000167600	null
C1826978	PP6R2_HUMAN	O75170	PPP6R2	ENSG00000100239	null
C1416478	ISG20_HUMAN	Q96AZ6	ISG20	ENSG00000172183	null
C1418933	P52K_HUMAN	O43422	THAP12	ENSG00000137492	null
C1823566	U2D2L_HUMAN	Q8IWF7	null	ENSG00000229547	null
C1421416	UVRAG_HUMAN	Q9P2Y5	UVRAG	ENSG00000198382	null
C1425380	ZRAN1_HUMAN	Q9UGI0	ZRANB1	ENSG00000019995	null
C1822711	SPD2A_HUMAN	Q5TCZ1	SH3PXD2A	ENSG00000107957	null
C1428379	DLGP4_HUMAN	Q9Y2H0	DLGAP4	ENSG00000080845	null
C1823944	ZFAN5_HUMAN	O76080	ZFAND5	ENSG00000107372	T59486
C1425035	RIC1_HUMAN	Q4ADV7	RIC1	ENSG00000107036	null
C2680368	D42E1_HUMAN	Q8WUS8	SDR42E1	ENSG00000184860	null
C1413822	CATW_HUMAN	P56202	CTSW	ENSG00000172543	null
C1334114	IL2RA_HUMAN	P01589	IL2RA	ENSG00000134460	T03313
C1416347	A0A087WSX0_HUMAN	A0A087WSX0	IGLV5-45	ENSG00000211650	null
C1419752	RS8_HUMAN	P62241	RPS8	ENSG00000142937	null
C1825057	EPGN_HUMAN	Q6UW88	EPGN	ENSG00000182585	null
C1332799	CTBP1_HUMAN	Q13363	CTBP1	ENSG00000159692	null
C1538077	DC4L2_HUMAN	Q8NA75	DCAF4L2	ENSG00000176566	null
C1538463	CHUR_HUMAN	Q8WUH1	CHURC1	ENSG00000258289	null
C1419348	RFC1_HUMAN	P35251	RFC1	ENSG00000035928	null
C1428263	MAGB5_HUMAN	Q9BZ81	MAGEB5	ENSG00000188408	null
C1420604	TBX10_HUMAN	O75333	TBX10	ENSG00000167800	null
C1425389	RAB25_HUMAN	P57735	RAB25	ENSG00000132698	null
C1825320	FRYL_HUMAN	O94915	FRYL	ENSG00000075539	null
C1539586	GMPPB_HUMAN	Q9Y5P6	GMPPB	ENSG00000173540	null
C1414582	FEM1B_HUMAN	Q9UK73	FEM1B	ENSG00000169018	null
C1415818	HUS1_HUMAN	O60921	HUS1	ENSG00000136273	null
C1412611	ZFHX3_HUMAN	Q15911	ZFHX3	ENSG00000140836	null
C0812309	TNFC_HUMAN	Q06643	LTB	ENSG00000227507	T20221
C1539604	GP139_HUMAN	Q6DWJ6	GPR139	ENSG00000180269	T84439
C1423522	SNPC5_HUMAN	O75971	SNAPC5	ENSG00000174446	null
C1423131	OR2G3_HUMAN	Q8NGZ4	OR2G3	ENSG00000177476	null
C1538778	R51A1_HUMAN	Q96B01	RAD51AP1	ENSG00000111247	null
C1420099	UT2_HUMAN	Q15849	SLC14A2	ENSG00000132874	null
C1412268	AES_HUMAN	Q08117	TLE5	ENSG00000104964	null
C2681534	JUNO_HUMAN	A6ND01	IZUMO1R	ENSG00000183560	null
C2240200	Z512B_HUMAN	Q96KM6	ZNF512B	ENSG00000196700	null
C1427065	SCN3B_HUMAN	Q9NY72	SCN3B	ENSG00000166257	null
C1425445	ASXL1_HUMAN	Q8IXJ9	ASXL1	ENSG00000171456	null
C1415882	IDS_HUMAN	P22304	IDS	ENSG00000010404	T28993
C1414147	DPYL4_HUMAN	O14531	DPYSL4	ENSG00000151640	null
C2240220	ZN821_HUMAN	O75541	ZNF821	ENSG00000102984	null
C1424903	PROD2_HUMAN	Q9UF12	PRODH2	ENSG00000250799	null
C1537662	MARH7_HUMAN	Q9H992	MARCHF7	ENSG00000136536	null
C1427151	COOA1_HUMAN	Q17RW2	COL24A1	ENSG00000171502	null
C1419287	ARI4A_HUMAN	P29374	ARID4A	ENSG00000032219	null
C2681373	CT453_HUMAN	Q8NHU0	CT45A3	ENSG00000269096	null
C1418445	S26A4_HUMAN	O43511	SLC26A4	ENSG00000091137	T77099
C1417924	OC90_HUMAN	Q02509	OC90	ENSG00000253117	null
C1538628	PHAR2_HUMAN	O75167	PHACTR2	ENSG00000112419	null
C2240361	ACS2A_HUMAN	Q08AH3	ACSM2A	ENSG00000183747	null
C1428369	MIC1_HUMAN	Q96DM3	RMC1	ENSG00000141452	null
C1428590	CI066_HUMAN	Q5T8R8	null	ENSG00000183784	null
C2681485	F159A_HUMAN	Q6UWV7	SHISAL2A	ENSG00000182183	null
C1427621	SAMD3_HUMAN	Q8N6K7	SAMD3	ENSG00000164483	null
C2678531	OR4E1_HUMAN	P0C645	OR4E1	ENSG00000276240	null
C1428393	ZN521_HUMAN	Q96K83	ZNF521	ENSG00000198795	null
C1823478	TANK_HUMAN	Q92844	TANK	ENSG00000136560	null
C1538732	PRS57_HUMAN	Q6UWY2	PRSS57	ENSG00000185198	null
C1539009	CJ128_HUMAN	Q5T292	TMEM273	ENSG00000204161	null
C1412681	VATO_HUMAN	Q99437	ATP6V0B	ENSG00000117410	null
C1826641	PONL1_HUMAN	Q6PEZ8	PODNL1	ENSG00000132000	null
C1419727	RS25_HUMAN	P62851	RPS25	ENSG00000118181	null
C3543473	TSTD3_HUMAN	H0UI37	TSTD3	ENSG00000279170	null
C1418709	LIPR1_HUMAN	P54315	PNLIPRP1	ENSG00000187021	null
C1334350	LT4R1_HUMAN	Q15722	LTB4R	ENSG00000213903	T59626
C1824092	APLD1_HUMAN	Q96LR9	APOLD1	ENSG00000178878	null
C2240287	SLIP_HUMAN	Q68CJ6	NUGGC	ENSG00000189233	null
C2828661	ARH37_HUMAN	A1IGU5	ARHGEF37	ENSG00000183111	null
C1416395	IL1R1_HUMAN	P14778	IL1R1	ENSG00000115594	T72515
C1333536	FGF1_HUMAN	P05230	FGF1	ENSG00000113578	T18639
C1538768	RFIP5_HUMAN	Q9BXF6	RAB11FIP5	ENSG00000135631	null
C1423386	OR6Q1_HUMAN	Q8NGQ2	OR6Q1	ENSG00000279051	null
C1414387	MARK2_HUMAN	Q7KZI7	MARK2	ENSG00000072518	null
C1427729	LHX6_HUMAN	Q9UPM6	LHX6	ENSG00000106852	null
C1413281	CADH7_HUMAN	Q9ULB5	CDH7	ENSG00000081138	null
C1417968	O10A2_HUMAN	Q9H208	OR10A2	ENSG00000170790	null
C1428619	ZN610_HUMAN	Q8N9Z0	ZNF610	ENSG00000167554	null
C1418619	PA2GD_HUMAN	Q9UNK4	PLA2G2D	ENSG00000117215	null
C1417648	NDUS5_HUMAN	O43920	NDUFS5	ENSG00000168653	null
C0812244	P73_HUMAN	O15350	TP73	ENSG00000078900	null
C1412538	ARL3_HUMAN	P36405	ARL3	ENSG00000138175	null
C1413241	CD83_HUMAN	Q01151	CD83	ENSG00000112149	T90800
C1428991	MRGRE_HUMAN	Q86SM8	MRGPRE	ENSG00000184350	null
C1416706	TNPO1_HUMAN	Q92973	TNPO1	ENSG00000083312	null
C1424818	PS1C1_HUMAN	Q9UIG5	PSORS1C1	ENSG00000204540	null
C1420191	SLC31_HUMAN	Q07837	SLC3A1	ENSG00000138079	null
C1420259	ASM_HUMAN	P17405	SMPD1	ENSG00000166311	null
C1418553	SPB8_HUMAN	P50452	SERPINB8	ENSG00000166401	null
C1412792	PGS1_HUMAN	P21810	BGN	ENSG00000182492	T26304
C1823951	ZFP57_HUMAN	Q9NU63	ZFP57	ENSG00000204644	null
C1539784	KMCP1_HUMAN	Q5SVS4	SLC25A30	ENSG00000174032	null
C2678528	NET5_HUMAN	Q8WTR8	NTN5	ENSG00000142233	null
C1417679	NEST_HUMAN	P48681	NES	ENSG00000132688	T97135
C1415355	GUC1B_HUMAN	Q9UMX6	GUCA1B	ENSG00000112599	null
C1416945	LYSC_HUMAN	P61626	LYZ	ENSG00000090382	T10586
C2240246	CU025_HUMAN	Q9Y426	C2CD2	ENSG00000157617	null
C1826486	NUCKS_HUMAN	Q9H1E3	NUCKS1	ENSG00000069275	null
