CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id	disgenet_gene_id
C3147162	EIF2D_HUMAN	P41214	EIF2D	ENSG00000143486	null	1939
C1415187	GP1BB_HUMAN	P13224	GP1BB	ENSG00000203618	null	2812
C3470878	CI107_HUMAN	B1AMM8	null	ENSG00000204250	null	null
C1421892	CK021_HUMAN	Q9P2W6	C11orf21	ENSG00000110665	null	29125
C1417162	MICA_HUMAN	Q29983	null	ENSG00000204520	null	100507436
null	null	null	MycB aac	null	T80855	null
null	null	null	Bact aroA	null	T54065	null
null	null	null	Bact coaA	null	T91895	null
null	null	null	HSPA1A; HSPA1B	null	T49639,T06575	null
null	null	null	Bact nadD	null	T88126	null
C1538080	DCA12_HUMAN	Q5T6F0	DCAF12	ENSG00000198876	null	25853
null	null	null	Bact ribB	null	T13236	null
null	null	null	Bact YbeY	null	T63890	null
C1824121	TCAIM_HUMAN	Q8N3R3	TCAIM	ENSG00000179152	null	285343
null	null	null	Bact lysS	null	T54711	null
C1425277	STAR6_HUMAN	P59095	STARD6	ENSG00000174448	null	147323
C1421868	ZW10_HUMAN	O43264	ZW10	ENSG00000086827	null	9183
C1427429	ZUFSP_HUMAN	Q96AP4	ZUP1	ENSG00000153975	T57050	221302
null	null	null	Bact fabF	null	T82723	null
null	null	null	Bact EFTu	null	T91001	null
C1415323	GELS_HUMAN	P06396	GSN	ENSG00000148180	T23000	2934
null	null	null	Bact aroC	null	T79001	null
C1413663	CBPA2_HUMAN	P48052	CPA2	ENSG00000158516	null	1358
C1423836	SALL4_HUMAN	Q9UJQ4	SALL4	ENSG00000101115	null	57167
C1825317	FRPD4_HUMAN	Q14CM0	FRMPD4	ENSG00000169933	null	9758
C1537469	K1328_HUMAN	Q86T90	KIAA1328	ENSG00000150477	null	57536
C1422360	CSMD1_HUMAN	Q96PZ7	CSMD1	ENSG00000183117	null	64478
C1419771	RUNX2_HUMAN	Q13950	RUNX2	ENSG00000124813	T02259	860
C1425292	TRPV3_HUMAN	Q8NET8	TRPV3	ENSG00000167723	T58496	162514
C1427789	CSC2A_HUMAN	Q6XLA1,Q8IU53	null	ENSG00000177640	null	null
C1427422	CF106_HUMAN	Q9H6K1	ILRUN	ENSG00000196821	null	64771
null	null	null	Pseudo mdeA	null	T06397	null
null	null	null	Pseudo arcA	null	T38877	null
C1423580	SH3L3_HUMAN	Q9H299	SH3BGRL3	ENSG00000142669	null	83442
null	null	null	Malaria FBA	null	T31674	null
null	null	null	Bact pla	null	T00329	null
C1428522	TUT7_HUMAN	Q5VYS8	TUT7	ENSG00000083223	null	79670
null	null	null	NAT1; NAT2	null	T49995	null
null	null	null	Cyp2a5	null	T36657	null
C1823658	WBS28_HUMAN	Q6UE05	TMEM270	ENSG00000175877	null	null
C1417163	MICB_HUMAN	Q29980	MICB	ENSG00000204516	null	4277
null	null	null	Bact asd2	null	T59729	null
null	null	null	Candi CHS1	null	T72653	null
C1823851	DCA13_HUMAN	Q9NV06	DCAF13	ENSG00000164934	null	25879
null	null	null	Bact hmp	null	T25164	null
C1416599	KCNK6_HUMAN	Q9Y257	KCNK6	ENSG00000099337	null	9424
C3471274	NAT16_HUMAN	Q8N8M0	NAT16	ENSG00000167011	null	null
null	null	null	Pseudo Omega-APT	null	T48543	null
C1336604	TERF1_HUMAN	P54274	TERF1	ENSG00000147601	T80042	7013
C1420132	SO1B3_HUMAN	Q9NPD5	SLCO1B3	ENSG00000111700	T02565	28234
C1425335	TUTLA_HUMAN	Q9P2J2	IGSF9	ENSG00000085552	null	57549
C1425407	FMNL2_HUMAN	Q96PY5	FMNL2	ENSG00000157827	null	114793
C1538667	PLCX3_HUMAN	Q63HM9	PLCXD3	ENSG00000182836	null	345557
C1420691	TEX12_HUMAN	Q9BXU0	TEX12	ENSG00000150783	null	56158
C1825476	VIP2_HUMAN	O43314	PPIP5K2	ENSG00000145725	null	23262
C1825870	LONF1_HUMAN	Q17RB8	LONRF1	ENSG00000154359	null	91694
C1416500	IF6_HUMAN	P56537	EIF6	ENSG00000242372	null	3692
C1418927	GLU2B_HUMAN	P14314	PRKCSH	ENSG00000130175	null	5589
null	null	null	Malaria PLA1	null	T50547	null
C1423903	CSRN2_HUMAN	Q9H175	CSRNP2	ENSG00000110925	null	null
C1826834	RMD5A_HUMAN	Q9H871	RMND5A	ENSG00000153561	null	64795
null	null	null	IARS	null	T46515	null
C1427998	CTSR4_HUMAN	Q7RTX7	CATSPER4	ENSG00000188782	null	378807
C1419128	PTRF_HUMAN	Q6NZI2	CAVIN1	ENSG00000177469	null	284119
null	null	null	Bact xapA	null	T06980	null
null	null	null	Casp4	null	T30727	null
C1413404	ACHA4_HUMAN	P43681	CHRNA4	ENSG00000101204	T70967	1137
null	null	null	Bact ispU	null	T34337	null
null	null	null	MycB rmlC	null	T08218	null
C1424304	ACAP2_HUMAN	Q15057	ACAP2	ENSG00000114331	null	23527
null	null	null	MycB pyrF	null	T81015	null
C1424898	RXFP2_HUMAN	Q8WXD0	RXFP2	ENSG00000133105	null	122042
C1537438	KCD18_HUMAN	Q6PI47	KCTD18	ENSG00000155729	null	130535
null	null	null	Malaria MT-CYB	null	T53489	null
null	null	null	Bact TPI	null	T59130	null
null	null	null	Bact rpoC	null	T72701	null
C1418913	KPCB_HUMAN	P05771	PRKCB	ENSG00000166501	T40276	5579
C1425467	CLYBL_HUMAN	Q8N0X4	CLYBL	ENSG00000125246	null	171425
C1413551	CNN2_HUMAN	Q99439	CNN2	ENSG00000064666	null	1265
C1426068	CKLF8_HUMAN	Q8IZV2	CMTM8	ENSG00000170293	null	152189
C1420813	TNR9_HUMAN	Q07011	TNFRSF9	ENSG00000049249	T93923	3604
C1538074	WBS27_HUMAN	Q8N6F8	METTL27	ENSG00000165171	null	null
C1538728	PRS29_HUMAN	A6NIE9	null	ENSG00000196364	null	null
C2829984	EPAB2_HUMAN	A6NDY0	PABPN1L	ENSG00000205022	null	390748
C1332011	ACV1B_HUMAN	P36896	ACVR1B	ENSG00000135503	T47594	91
C1414935	GAGE6_HUMAN	Q13070	null	null	null	2578
C1425929	AP1S3_HUMAN	Q96PC3	AP1S3	ENSG00000152056	null	130340
C1421926	GPR61_HUMAN	Q9BZJ8	GPR61	ENSG00000156097	null	83873
C1418487	F261_HUMAN	P16118	PFKFB1	ENSG00000158571	null	5207
C4085126	CL079_HUMAN	G3V211	null	ENSG00000257242	null	null
C1419349	RFC2_HUMAN	P35250	RFC2	ENSG00000049541	null	5982
C1422674	S26A8_HUMAN	Q96RN1	SLC26A8	ENSG00000112053	null	116369
C1823491	TRI69_HUMAN	Q86WT6	TRIM69	ENSG00000185880	null	140691
C1412208	ATS2_HUMAN	O95450	ADAMTS2	ENSG00000087116	null	9509
null	null	null	Fung erg6	null	T00037	null
C1416785	LAMC1_HUMAN	P11047	LAMC1	ENSG00000135862	null	3915
null	null	null	Stre-coc proC	null	T64716	null
null	null	null	Malaria ACC1	null	T52188	null
null	null	null	CH colG	null	T85924	null
C1413425	CILP1_HUMAN	O75339	CILP	ENSG00000138615	null	8483
null	null	null	TGFB1	null	T33529	null
C1822750	S2541_HUMAN	Q8N5S1	SLC25A41	ENSG00000181240	null	284427
C1422049	ATRAP_HUMAN	Q6RW13	AGTRAP	ENSG00000177674	null	57085
null	null	null	HIV gag mRNA	null	T77927	null
C1421922	FIGN_HUMAN	Q5HY92	FIGN	ENSG00000182263	null	55137
null	null	null	ITGA4-ITGB1	null	T79690	null
C1428506	C19L1_HUMAN	Q69YN2	CWF19L1	ENSG00000095485	null	55280
null	null	null	VEGFA A165	null	T44846	null
null	null	null	RFWD2	null	T53734	null
null	null	null	Influ PB1 mRNA	null	T14113	null
C1825080	ERI2_HUMAN	A8K979	ERI2	ENSG00000196678	null	112479
C1824472	CQ080_HUMAN	Q9BSJ5	C17orf80	ENSG00000141219	null	55028
C1420713	TGM1_HUMAN	P22735	TGM1	ENSG00000092295	null	7051
C3890297	PRORY_HUMAN	Q9H606	null	ENSG00000183146	null	null
C1424683	NUPL2_HUMAN	O15504	NUP42	ENSG00000136243	null	11097
C1823742	CA122_HUMAN	Q6ZSJ8	C1orf122	ENSG00000197982	null	null
C1420912	A0A075B6Y3_HUMAN	A0A075B6Y3	TRAJ3	ENSG00000211886	null	null
C1423015	ASPN_HUMAN	Q9BXN1	ASPN	ENSG00000106819	null	54829
C1823149	G2XKQ0_HUMAN	G2XKQ0	null	ENSG00000241721	null	null
C1428744	ZN611_HUMAN	Q8N823	ZNF611	ENSG00000213020	null	81856
C1826504	SOSB1_HUMAN	Q9BQ15	NABP2	ENSG00000139579	null	79035
null	null	null	Malaria ESPS	null	T96816	null
null	null	null	MycB glmM	null	T10063	null
C1420769	TM6S2_HUMAN	Q9BZW4	TM6SF2	ENSG00000213996	T95661	53345
null	null	null	Malaria dho	null	T70065	null
C1822785	P4R3A_HUMAN	Q6IN85	PPP4R3A	ENSG00000100796	null	55671
C1421969	NEK8_HUMAN	Q86SG6	NEK8	ENSG00000160602	T92208	284086
null	null	null	Stre-coc lepB	null	T82183	null
null	null	null	Fung CET1	null	T22604	null
null	null	null	SLC37A4	null	T47306	null
C1425478	PADI4_HUMAN	Q9UM07	PADI4	ENSG00000159339	T50429	23569
C1428072	LRIT1_HUMAN	Q9P2V4	LRIT1	ENSG00000148602	null	26103
null	null	null	Bact folB	null	T35272	null
null	null	null	Viru VCATH	null	T30292	null
C1332123	V1BR_HUMAN	P47901	AVPR1B	ENSG00000198049	T59881	553
null	null	null	Bact mrcB	null	T66686	null
null	null	null	FlaV NS5	null	T78338	null
C1333525	FABPI_HUMAN	P12104	FABP2	ENSG00000145384	null	2169
C1538643	PIAS4_HUMAN	Q8N2W9	PIAS4	ENSG00000105229	null	51588
C1826638	PLPL7_HUMAN	Q6ZV29	PNPLA7	ENSG00000130653	null	375775
C1428864	FUK_HUMAN	Q8N0W3	FCSK	ENSG00000157353	null	197258
C3543223	MTFR2_HUMAN	Q6P444	MTFR2	ENSG00000146410	null	113115
C1423805	SYNG1_HUMAN	Q9H7V2	SYNDIG1	ENSG00000101463	null	79953
C1425621	PPM1H_HUMAN	Q9ULR3	PPM1H	ENSG00000111110	null	57460
C1428440	ZN581_HUMAN	Q9P0T4	ZNF581	ENSG00000171425	null	null
C1422166	RANB9_HUMAN	Q96S59	RANBP9	ENSG00000010017	null	10048
C1539290	DYRL1_HUMAN	Q86XF0	DHFR2	ENSG00000178700	null	200895
C1420857	TOM70_HUMAN	O94826	TOMM70	ENSG00000154174	null	9868
C1826499	N62CL_HUMAN	Q9H1M0	NUP62CL	ENSG00000198088	null	54830
null	null	null	Bact ilvC	null	T28153	null
C1824082	U2AFM_HUMAN	Q15696	ZRSR2	ENSG00000169249	null	8233
null	null	null	Bact aroB	null	T86717	null
C1823110	ISK7_HUMAN	P58062	SPINK7	ENSG00000145879	null	84651
null	null	null	Bact murB	null	T63359	null
null	null	null	HSV ICP0	null	T78241	null
null	null	null	Bact ptsI	null	T95409	null
C1824266	CH058_HUMAN	Q8NAV2	C8orf58	ENSG00000241852	null	541565
null	null	null	Stap-coc norA	null	T70019	null
C1418353	PCDG6_HUMAN	Q9Y5G7	PCDHGA6	ENSG00000253731	null	null
null	null	null	Bact kdsA	null	T23688	null
null	null	null	Bact pdxJ	null	T51284	null
C2239810	CDK15_HUMAN	Q96Q40	CDK15	ENSG00000138395	null	65061
null	null	null	Bact fabB	null	T32468	null
null	null	null	Bact cysK	null	T66964	null
C1540115	TTC19_HUMAN	Q6DKK2	TTC19	ENSG00000011295	null	54902
C1826560	PDPN_HUMAN	Q86YL7	PDPN	ENSG00000162493	null	10630
C1538832	RFWD3_HUMAN	Q6PCD5	RFWD3	ENSG00000168411	null	55159
C1412483	APOF_HUMAN	Q13790	APOF	ENSG00000175336	null	319
C1366897	MK12_HUMAN	P53778	MAPK12	ENSG00000188130	T79798	6300
C1424299	WBP11_HUMAN	Q9Y2W2	WBP11	ENSG00000084463	null	51729
C1423450	OR4M2_HUMAN	Q8NGB6	OR4M2	ENSG00000274102	null	null
C2681167	ZN860_HUMAN	A6NHJ4	ZNF860	ENSG00000197385	null	344787
C1417492	MUC12_HUMAN	Q9UKN1	MUC12	ENSG00000205277	null	10071
C1415571	DQA2_HUMAN	P01906	HLA-DQA2	ENSG00000237541	null	3118
null	null	null	Bact fabI	null	T53588	null
null	null	null	Bact mtnN	null	T70521	null
null	null	null	Viru rep	null	T92724	null
null	null	null	HSV UL42	null	T78540	null
null	null	null	ALPPL2	null	T35565	null
null	null	null	Bact botB	null	T04233	null
null	null	null	Stre-myc carB	null	T37986	null
C1415294	GRIK2_HUMAN	Q13002	GRIK2	ENSG00000164418	T58178	2898
null	null	null	HSD3B1; HSD3B2	null	T40628	null
C1412093	ABCF1_HUMAN	Q8NE71	ABCF1	ENSG00000204574	null	23
null	null	null	Bact kinA	null	T33491	null
null	null	null	Bact cysM	null	T45888	null
C1416668	KLHL5_HUMAN	Q96PQ7	KLHL5	ENSG00000109790	null	51088
C1823810	CA196_HUMAN	B1AJZ1	null	null	null	null
C1420384	SPY3_HUMAN	O43610	SPRY3	ENSG00000168939	null	10251
C1418947	PROP1_HUMAN	O75360	PROP1	ENSG00000175325	null	5626
C1419862	SCN4A_HUMAN	P35499	SCN4A	ENSG00000007314	T02546	6329
C1424693	RN139_HUMAN	Q8WU17	RNF139	ENSG00000170881	null	11236
C1423122	O10Z1_HUMAN	Q8NGY1	OR10Z1	ENSG00000198967	null	128368
C2239369	EEPD1_HUMAN	Q7L9B9	EEPD1	ENSG00000122547	null	80820
C1428544	S3TC1_HUMAN	Q8TE82	SH3TC1	ENSG00000125089	null	54436
C1538642	PIAS2_HUMAN	O75928	PIAS2	ENSG00000078043	null	9063
C1427111	L0R6Q1_HUMAN	L0R6Q1,Q96G79	SLC35A4	ENSG00000176087	null	null
C1418393	CDK17_HUMAN	Q00537	CDK17	ENSG00000059758	null	5128
null	null	null	CMV UL80	null	T42881	null
C1418422	PDE4C_HUMAN	Q08493	PDE4C	ENSG00000105650	T12081	5143
C1424649	LRP11_HUMAN	Q86VZ4	LRP11	ENSG00000120256	null	84918
null	null	null	Bact betB	null	T06767	null
null	null	null	Bact nadE	null	T86152	null
null	null	null	Bact hom	null	T11861	null
C3542824	CQ112_HUMAN	F2Z3M2	null	ENSG00000227011	null	null
null	null	null	Bact hemL	null	T87542	null
C1428532	ATAD1_HUMAN	Q8NBU5	ATAD1	ENSG00000138138	null	84896
C1825827	ACOT1_HUMAN	Q86TX2	ACOT1	ENSG00000184227	null	641371
null	null	null	Bact acpS	null	T94083	null
null	null	null	Bact ptrB	null	T67540	null
null	null	null	Bact endA	null	T70850	null
null	null	null	Pseudo algC	null	T85801	null
null	null	null	Bact folK	null	T79724	null
C1424540	NPL_HUMAN	Q9BXD5	NPL	ENSG00000135838	null	80896
C1442757	PSPB_HUMAN	P07988	SFTPB	ENSG00000168878	null	6439
C1418857	PPY2_HUMAN	Q9NRI7	null	ENSG00000265060	null	null
C2681142	ZN736_HUMAN	B4DX44	ZNF736	ENSG00000234444	null	null
C1425048	SPRE2_HUMAN	Q7Z698	SPRED2	ENSG00000198369	null	200734
C1422718	RT28_HUMAN	Q9Y2Q9	MRPS28	ENSG00000147586	null	28957
C1539137	CREG1_HUMAN	O75629	CREG1	ENSG00000143162	null	8804
C1422258	SGK2_HUMAN	Q9HBY8	SGK2	ENSG00000101049	null	10110
C1421564	1433Z_HUMAN	P63104	YWHAZ	ENSG00000164924	null	7534
C1538217	ZN648_HUMAN	Q5T619	ZNF648	ENSG00000179930	null	null
C1428504	TTC17_HUMAN	Q96AE7	TTC17	ENSG00000052841	null	55761
C1418256	PUR6_HUMAN	P22234	PAICS	ENSG00000128050	null	10606
C2828872	T150C_HUMAN	B9EJG8	TMEM150C	ENSG00000249242	null	null
C1428399	FBF1_HUMAN	Q8TES7	FBF1	ENSG00000188878	null	85302
C1415068	CXA1_HUMAN	P17302	GJA1	ENSG00000152661	T44479	2697
C1421363	UPP1_HUMAN	Q16831	UPP1	ENSG00000183696	null	7378
C1823597	UIMC1_HUMAN	Q96RL1	UIMC1	ENSG00000087206	null	51720
C1420597	TBCE_HUMAN	Q15813	TBCE	ENSG00000284770	null	6905
C1422625	KI13B_HUMAN	Q9NQT8	KIF13B	ENSG00000197892	null	23303
C1425745	PD1L2_HUMAN	Q9BQ51	PDCD1LG2	ENSG00000197646	T50035	80380
C1334106	IL16_HUMAN	Q14005	IL16	ENSG00000172349	T51698	3603
C1366876	MK14_HUMAN	Q16539	MAPK14	ENSG00000112062	T65864	1432
C2681098	UBFL1_HUMAN	P0CB47	UBTFL1	ENSG00000255009	null	null
C1335805	SCG2_HUMAN	P13521	SCG2	ENSG00000171951	null	7857
C1424466	RM45_HUMAN	Q9BRJ2	null	ENSG00000278845	null	null
C3540263	CC074_HUMAN	Q6ZRV3	null	null	null	null
C1822739	SOAT_HUMAN	Q3KNW5	SLC10A6	ENSG00000145283	null	345274
C1428210	ZN493_HUMAN	Q6ZR52	ZNF493	ENSG00000196268	null	284443
C1416666	KLHL3_HUMAN	Q9UH77	KLHL3	ENSG00000146021	null	26249
C1415907	IFNA5_HUMAN	P01569	IFNA5	ENSG00000147873	T08156	3442
C1412617	ATF4_HUMAN	P18848	ATF4	ENSG00000128272	T53270	468
C1539905	SYNCI_HUMAN	Q9H7C4	SYNC	ENSG00000162520	null	81493
C1415993	IGHM_HUMAN	P01871	IGHM	ENSG00000211899	null	null
C1416439	INMT_HUMAN	O95050	INMT	ENSG00000241644	null	11185
C1414159	DSCAM_HUMAN	O60469	DSCAM	ENSG00000171587	null	1826
C1824361	CL040_HUMAN	Q86WS4	C12orf40	ENSG00000180116	null	null
C1825685	K132L_HUMAN	A8MWY0	ELAPOR2	ENSG00000164659	null	222223
C1537682	MED28_HUMAN	Q9H204	MED28	ENSG00000118579	null	80306
C1418165	OR7G3_HUMAN	Q8NG95	OR7G3	ENSG00000170920	null	null
C1412210	ATS4_HUMAN	O75173	ADAMTS4	ENSG00000158859	T79570	9507
C1412262	PUR8_HUMAN	P30566	ADSL	ENSG00000239900	null	158
C1429203	S6A17_HUMAN	Q9H1V8	SLC6A17	ENSG00000197106	T15822	388662
C1421000	A0A0B4J237_HUMAN	A0A0B4J237	TRAV8-2	ENSG00000211786	null	null
C1422719	RT63_HUMAN	Q9BQC6	MRPL57	ENSG00000173141	null	null
C1422552	SPRY7_HUMAN	Q5W111	SPRYD7	ENSG00000123178	null	57213
C1420295	RSMN_HUMAN	P63162	SNRPN	ENSG00000128739	null	6638
C4085694	GNN_HUMAN	Q6P2S7	null	ENSG00000214198	null	null
C1419067	PTGES_HUMAN	O14684	PTGES	ENSG00000148344	T02562	9536
C1419895	SDCB1_HUMAN	O00560	SDCBP	ENSG00000137575	null	6386
C1418250	PAFA2_HUMAN	Q99487	PAFAH2	ENSG00000158006	null	5051
C1428640	FBX36_HUMAN	Q8NEA4	FBXO36	ENSG00000153832	null	null
C1422180	FSD1_HUMAN	Q9BTV5	FSD1	ENSG00000105255	null	79187
C1424597	ESPL1_HUMAN	Q14674	ESPL1	ENSG00000135476	null	9700
C1824088	ZY11B_HUMAN	Q9C0D3	ZYG11B	ENSG00000162378	null	79699
C1412882	TIGAR_HUMAN	Q9NQ88	TIGAR	ENSG00000078237	null	57103
C1424317	HUS1B_HUMAN	Q8NHY5	HUS1B	ENSG00000188996	null	135458
C1823775	CA159_HUMAN	Q96HA4	C1orf159	ENSG00000131591	null	null
C1426911	PILRA_HUMAN	Q9UKJ1	PILRA	ENSG00000085514	null	29992
C1423515	PRS27_HUMAN	Q9BQR3	PRSS27	ENSG00000172382	null	83886
C1422836	SPAT2_HUMAN	Q9UM82	SPATA2	ENSG00000158480	null	9825
C1427235	ZMY15_HUMAN	Q9H091	ZMYND15	ENSG00000141497	null	84225
C1414482	EVPL_HUMAN	Q92817	EVPL	ENSG00000167880	null	2125
C1426851	PKHL1_HUMAN	Q86WI1	PKHD1L1	ENSG00000205038	null	93035
C1421632	ZN140_HUMAN	P52738	ZNF140	ENSG00000196387	null	7699
C2239435	TCAF2_HUMAN	A6NFQ2	TCAF2	ENSG00000170379	null	null
C1332126	AXIN2_HUMAN	Q9Y2T1	AXIN2	ENSG00000168646	null	8313
C1427421	ADTRP_HUMAN	Q96IZ2	ADTRP	ENSG00000111863	null	84830
C1539007	CJ126_HUMAN	Q8N4M7	null	ENSG00000204365	null	null
C1822675	SEP12_HUMAN	Q8IYM1	SEPTIN12	ENSG00000140623	null	124404
C1537435	KCNKI_HUMAN	Q7Z418	KCNK18	ENSG00000186795	T82309	338567
C1426770	FBX34_HUMAN	Q9NWN3	FBXO34	ENSG00000178974	null	55030
C1420342	SPRC_HUMAN	P09486	SPARC	ENSG00000113140	T09439	6678
C1418510	PGK2_HUMAN	P07205	PGK2	ENSG00000170950	null	5232
C1822789	EST1A_HUMAN	Q86US8	SMG6	ENSG00000070366	null	23293
C1420685	TEF_HUMAN	Q10587	TEF	ENSG00000167074	null	7008
C1428638	PDZD8_HUMAN	Q8NEN9	PDZD8	ENSG00000165650	null	118987
C2828848	CE056_HUMAN	Q8N8D9	null	ENSG00000197536	null	null
C1825062	ERGI2_HUMAN	Q96RQ1	ERGIC2	ENSG00000087502	null	51290
C1424465	RM44_HUMAN	Q9H9J2	MRPL44	ENSG00000135900	null	65080
C2239885	RHF2B_HUMAN	P0C7M4	RHOXF2B	ENSG00000203989	null	null
C1413136	CASR_HUMAN	P41180	CASR	ENSG00000036828	T92076	846
C1423081	PR15B_HUMAN	Q5SWA1	PPP1R15B	ENSG00000158615	null	null
C1428755	RHG25_HUMAN	P42331	ARHGAP25	ENSG00000163219	null	9938
C1537986	COX2_HUMAN	P00403	MT-CO2	ENSG00000198712	null	4513
C1420952	TRAP1_HUMAN	Q12931	TRAP1	ENSG00000126602	null	10131
C1825034	EFC4B_HUMAN	Q9BSW2	CRACR2A	ENSG00000130038	null	84766
C1539724	SAM11_HUMAN	Q96NU1	SAMD11	ENSG00000187634	null	148398
C1825766	K2C78_HUMAN	Q8N1N4	KRT78	ENSG00000170423	null	null
C1332119	ATF2_HUMAN	P15336	ATF2	ENSG00000115966	null	1386
C1414152	DRG2_HUMAN	P55039	DRG2	ENSG00000108591	null	1819
C1413296	CDR2_HUMAN	Q01850	CDR2	ENSG00000140743	null	1039
C1823076	SNX21_HUMAN	Q969T3	SNX21	ENSG00000124104	null	null
C1418355	PCDG8_HUMAN	Q9Y5G5	PCDHGA8	ENSG00000253767	null	null
C1420381	SPRR3_HUMAN	Q9UBC9	SPRR3	ENSG00000163209	null	6707
C1420463	STK10_HUMAN	O94804	STK10	ENSG00000072786	null	6793
C1415714	RASE_HUMAN	Q7Z444	ERAS	ENSG00000187682	null	3266
C1421396	UBP19_HUMAN	O94966	USP19	ENSG00000172046	null	10869
C1428750	AIF1L_HUMAN	Q9BQI0	AIF1L	ENSG00000126878	null	83543
C1427058	ZN420_HUMAN	Q8TAQ5	ZNF420	ENSG00000197050	null	147923
C1413798	CTNL1_HUMAN	Q9UBT7	CTNNAL1	ENSG00000119326	null	8727
C2680431	SNX20_HUMAN	Q7Z614	SNX20	ENSG00000167208	null	124460
C2239823	PKH4B_HUMAN	Q96PX9	PLEKHG4B	ENSG00000153404	null	153478
C1420315	SOS2_HUMAN	Q07890	SOS2	ENSG00000100485	null	6655
C1825532	HSFX1_HUMAN	Q9UBD0	HSFX1,HSFX2	ENSG00000171116	null	null
C1426331	DS13A_HUMAN	Q6B8I1,Q9UII6	DUSP13	ENSG00000079393	null	null
C1420566	NK2R_HUMAN	P21452	TACR2	ENSG00000075073	T52790	6865
C1422599	PR15A_HUMAN	O75807	PPP1R15A	ENSG00000087074	null	23645
C1425652	COG4_HUMAN	Q9H9E3	COG4	ENSG00000103051	null	25839
C1414200	DVLP1_HUMAN	P54792	null	null	null	null
C1418421	PDE4B_HUMAN	Q07343	PDE4B	ENSG00000184588	T10265	5142
C1425623	MSI2H_HUMAN	Q96DH6	MSI2	ENSG00000153944	T35817	124540
C2239655	LRIT3_HUMAN	Q3SXY7	LRIT3	ENSG00000183423	null	345193
C1825752	KRT36_HUMAN	O76013	KRT36	ENSG00000126337	null	8689
C2239903	ARL17_HUMAN	Q8IVW1	null	ENSG00000228696	null	100506084
C1822752	S2543_HUMAN	Q8WUT9	SLC25A43	ENSG00000077713	null	203427
C1427883	UPP2_HUMAN	O95045	UPP2	ENSG00000007001	null	151531
C1423560	SPY4_HUMAN	Q9C004	SPRY4	ENSG00000187678	null	81848
C1421696	ZN208_HUMAN	O43345	ZNF208	ENSG00000160321	null	7757
C1423002	COG5_HUMAN	Q9UP83	COG5	ENSG00000164597	null	10466
C1837442	MIIP_HUMAN	Q5JXC2	MIIP	ENSG00000116691	null	60672
C1970031	K2C79_HUMAN	Q5XKE5	KRT79	ENSG00000185640	null	null
C1422154	SCG3_HUMAN	Q8WXD2	SCG3	ENSG00000104112	T95730	29106
C1540026	TM11D_HUMAN	O60235	TMPRSS11D	ENSG00000153802	T00302	9407
C1423022	CRAC1_HUMAN	Q9NQ79	CRTAC1	ENSG00000095713	null	55118
C1415426	H2BFS_HUMAN	P57053	H2BS1	ENSG00000234289	null	102724334
C1826607	AFTIN_HUMAN	Q6ULP2	AFTPH	ENSG00000119844	null	54812
C1418420	PDE4A_HUMAN	P27815	PDE4A	ENSG00000065989	T61744	5141
C1421887	BC11B_HUMAN	Q9C0K0	BCL11B	ENSG00000127152	null	64919
C1428476	RHG24_HUMAN	Q8N264	ARHGAP24	ENSG00000138639	null	83478
C1823084	SPXN1_HUMAN	Q5VSR9	SPANXN1	ENSG00000203923	null	null
C1823743	CA123_HUMAN	Q9NWV4	CZIB	ENSG00000162384	null	null
C1334120	IL5RA_HUMAN	Q01344	IL5RA	ENSG00000091181	T90828	3568
C1424179	SNX22_HUMAN	Q96L94	SNX22	ENSG00000157734	null	79856
C1847322	PATE1_HUMAN	Q8WXA2	PATE1	ENSG00000171053	null	160065
C1846919	SMG1_HUMAN	Q96Q15	SMG1	ENSG00000157106	null	23049
C1428826	RHG23_HUMAN	Q9P227	ARHGAP23	ENSG00000275832	null	57636
C1427923	FAT3_HUMAN	Q8TDW7	FAT3	ENSG00000165323	null	120114
C1421438	VCX1_HUMAN	Q9H320	VCX	ENSG00000182583	null	26609
C1332741	CDR1_HUMAN	P51861	null	ENSG00000184258	null	1038
C1415295	GRIK3_HUMAN	Q13003	GRIK3	ENSG00000163873	T68876	2899
C1366515	LEPR_HUMAN	P48357	LEPR	ENSG00000116678	T17163	3953
C1425071	TYDP2_HUMAN	O95551	TDP2	ENSG00000111802	T04696	51567
C1708150	GR6_HUMAN	O15544	null	ENSG00000198685	null	null
C1415879	IDH3B_HUMAN	O43837	IDH3B	ENSG00000101365	null	3420
C1824595	CCD71_HUMAN	Q8IV32	CCDC71	ENSG00000177352	null	null
C1417884	NUDT6_HUMAN	P53370	NUDT6	ENSG00000170917	null	11162
C1425651	COG3_HUMAN	Q96JB2	COG3	ENSG00000136152	null	83548
C1415790	CH10_HUMAN	P61604	HSPE1	ENSG00000115541	T30940	3336
C1825575	IF172_HUMAN	Q9UG01	IFT172	ENSG00000138002	null	26160
C1425643	S39A6_HUMAN	Q13433	SLC39A6	ENSG00000141424	T25739	25800
C1826583	PICK1_HUMAN	Q9NRD5	PICK1	ENSG00000100151	null	9463
C2239417	TCAF1_HUMAN	Q9Y4C2	TCAF1	ENSG00000198420	null	9747
C1419625	RPIA_HUMAN	P49247	RPIA	ENSG00000153574	null	22934
C1428568	PDZD7_HUMAN	Q9H5P4	PDZD7	ENSG00000186862	null	79955
